time="2024-03-09T01:40:37Z" level=info msg="ArgoCD Notifications Controller is starting" built="2024-03-01T21:24:51Z" commit=fcf5d8c2381b68ab1621b90be63913b12cca2eb7 namespace=argocd version=v2.10.2+fcf5d8c
time="2024-03-09T01:40:37Z" level=info msg="serving metrics on port 9001"
time="2024-03-09T01:40:37Z" level=info msg="loading configuration 9001"
time="2024-03-09T01:45:33Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Processing skipped: sync status out of date" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Processing skipped: sync status out of date" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:33Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:33Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:33Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:33Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:33Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:33Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:33Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:33Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:34Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:34Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:34Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:34Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:34Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Processing skipped: sync status out of date" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Processing skipped: sync status out of date" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:35Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:36Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:36Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:36Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:36Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:36Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/argocd
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/argocd
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/prometheus
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/prometheus
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/argocd-apps
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/argocd-apps
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/vc1-ba
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/vc1-ba
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-vzcozb
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-vzcozb
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/vc1-ba-sqkvnk
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/vc1-ba-sqkvnk
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/kyverno
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/kyverno
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/vc2-ba
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/vc2-ba
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/vc3-ba
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/vc3-ba
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/kyverno-policy
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/kyverno-policy
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-bermpl
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/vc1-ba-jayhof
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/vc2-ba-acwaez
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Processing skipped: sync status out of date" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Processing skipped: sync status out of date" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/in-cluster-ba-dtwbio
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/vc3-ba-alnquh
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/vc3-ba-alnquh
time="2024-03-09T01:45:37Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:37Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:38Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:38Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-09T01:45:38Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-09T01:45:38Z" level=info msg="Processing completed" resource=argocd/basic-app-set
